city,lat,lng,country,iso2,admin,capital,population,population_proper
Shanzidi,26.553843,103.260448,China,CN,Yunnan,minor,,
Longshan,40.320155,116.629085,China,CN,Beijing,minor,,
Luhua,36.331389,113.224444,China,CN,Shanxi,minor,,
Daxing,22.969162,102.406106,China,CN,Yunnan,minor,,
Jinshan,41.916667,118.666667,China,CN,Inner Mongolia,minor,,
Jinshan,25.115079,102.098325,China,CN,Yunnan,minor,,
Ulan Hua,41.513056,111.696389,China,CN,Inner Mongolia,minor,,
Bayinsai,39.500221,106.720205,China,CN,Inner Mongolia,minor,,
Quyang,26.57507,109.63808,China,CN,Hunan,minor,,
Zhicheng,31.005405,119.904882,China,CN,Zhejiang,minor,,
Yongxing Chengguanzhen,26.124082,113.128517,China,CN,Hunan,minor,,
Yangxin,37.644722,117.576667,China,CN,Shandong,minor,,
Qincheng,27.212702,116.530082,China,CN,Jiangxi,minor,,
Zongyang,30.698889,117.204167,China,CN,Anhui,minor,,
Nanhaoqian,41.068056,113.960278,China,CN,Hebei,minor,,
Donghua,35.2152,106.653,China,CN,Gansu,minor,,
Donghuang,28.332966,106.215567,China,CN,Guizhou,minor,,
Shangli,27.8771,113.792,China,CN,Jiangxi,minor,,
Weichanglu,37.180725,119.942166,China,CN,Shandong,minor,,
Qajortêbu,30.933333,88.633333,China,CN,Tibet,minor,,
Pingchuan,25.094529,116.096011,China,CN,Fujian,minor,,
Zhenyang,32.603611,114.383056,China,CN,Henan,minor,,
Guting,34.998713,116.6619,China,CN,Shandong,minor,,
Laodianzi,26.930824,103.292171,China,CN,Yunnan,minor,,
Xincheng,35.875,111.435278,China,CN,Shanxi,minor,,
Yuzhong Chengguanzhen,35.842778,104.1125,China,CN,Gansu,minor,,
Jiangkou,31.565062,107.097356,China,CN,Sichuan,minor,,
Temuli,27.707947,102.807684,China,CN,Sichuan,minor,,
Tantou,28.283333,104.266667,China,CN,Yunnan,minor,,
Luojiang,31.304971,104.504837,China,CN,Sichuan,minor,,
Xunyi Chengguanzhen,35.11732,108.312754,China,CN,Shaanxi,minor,,
Xun Xian Chengguanzhen,35.664727,114.534581,China,CN,Henan,minor,,
Qingping,34.536564,113.375265,China,CN,Henan,minor,,
Qonggyaixoi,29.027701,91.682682,China,CN,Tibet,minor,,
Huamachi,37.785198,107.403221,China,CN,Ningxia,minor,,
Xiaopu,25.239166,111.316644,China,CN,Hunan,minor,,
Nanchang,28.683333,115.883333,China,CN,Jiangxi,admin,,
Nanchangshan,37.915222,120.732465,China,CN,Shandong,minor,,
Tiandiba,27.701782,103.248056,China,CN,Sichuan,minor,,
Kaijiang,31.03959,104.674476,China,CN,Sichuan,minor,,
Bayan Gol,40.3,106.983333,China,CN,Inner Mongolia,minor,,
Zishui,32.007727,114.901078,China,CN,Henan,minor,,
Guangrao,37.052861,118.399099,China,CN,Shandong,minor,,
Baicheng,33.386389,114.015833,China,CN,Henan,minor,,
Machang,26.1079,104.268022,China,CN,Yunnan,minor,,
Jinghai,38.933735,116.926987,China,CN,Tianjin,minor,,
Hutang,31.715815,119.944576,China,CN,Jiangsu,minor,,
Xidu,26.956288,112.368285,China,CN,Hunan,minor,,
Louqiao,28.010614,120.632183,China,CN,Zhejiang,minor,,
Hejiang,28.81161,105.833587,China,CN,Sichuan,minor,,
Ganzi,31.627439,99.994131,China,CN,Sichuan,minor,,
Dongxing,45.360884,130.786789,China,CN,Heilongjiang,minor,,
Huanggang,30.451434,114.870347,China,CN,Hubei,minor,,
Tantang,23.136844,109.41314,China,CN,Guangxi,minor,,
Zhoushan,30.010754,122.204649,China,CN,Zhejiang,minor,,
Shayang,30.717839,112.605766,China,CN,Hubei,minor,,
Nanzhao,25.222218,100.303444,China,CN,Yunnan,minor,,
Longjing,42.771389,129.423333,China,CN,Jilin,minor,,
Dêqên,29.666667,91.35,China,CN,Tibet,minor,,
Nanzhao Chengguanzhen,33.492492,112.427228,China,CN,Henan,minor,,
Nanzhao,23.719898,117.171029,China,CN,Fujian,minor,,
Mali,23.126215,104.740898,China,CN,Yunnan,minor,,
Dengtalu,36.138605,114.106589,China,CN,Henan,minor,,
Dage,41.198889,116.644167,China,CN,Hebei,minor,,
Dazhasi,33.577954,102.964115,China,CN,Sichuan,minor,,
Tangxiang,29.702259,105.723631,China,CN,Chongqing,minor,,
Shima,24.446469,117.812155,China,CN,Fujian,minor,,
Shuangshipu,33.917054,106.524664,China,CN,Shaanxi,minor,,
Xia’er,29.005935,101.514394,China,CN,Sichuan,minor,,
Longde Chengguanzhen,35.6125,106.116667,China,CN,Ningxia,minor,,
Hengshan,31.41238,116.319351,China,CN,Anhui,minor,,
Huoqiu Chengguanzhen,32.354727,116.293898,China,CN,Anhui,minor,,
Leping,28.966667,117.116667,China,CN,Jiangxi,minor,,
Beidajie,31.585283,120.290044,China,CN,Jiangsu,minor,,
Hekou,22.538506,104.01109,China,CN,Yunnan,minor,,
Aral,40.541836,81.26566,China,CN,Xinjiang,minor,,
Bamiantong,44.917377,130.520001,China,CN,Heilongjiang,minor,,
Tiandeng,23.126576,107.093693,China,CN,Guangxi,minor,,
Guangzhoulu,38.499148,102.168089,China,CN,Gansu,minor,,
Yunyang,31.995628,119.564635,China,CN,Jiangsu,minor,,
Ziketan,35.58621,99.987901,China,CN,Qinghai,minor,,
Linli,29.45,111.65,China,CN,Hunan,minor,,
Lufeng,27.909444,110.585833,China,CN,Hunan,minor,,
Jinsha,32.089817,121.073546,China,CN,Jiangsu,minor,,
Tiexianxi,27.911929,103.889386,China,CN,Yunnan,minor,,
Yangshuo,24.784414,110.475135,China,CN,Guangxi,minor,,
Jinxiang,35.070381,116.323859,China,CN,Shandong,minor,,
Wangkui,46.832831,126.477679,China,CN,Heilongjiang,minor,,
Qiaowa,27.930791,101.277812,China,CN,Sichuan,minor,,
Xincheng,35.3,111.664167,China,CN,Shanxi,minor,,
Ramai,29.244727,90.847686,China,CN,Tibet,minor,,
Qianguo,45.117115,124.856761,China,CN,Jilin,minor,,
Pingle,24.645225,110.643061,China,CN,Guangxi,minor,,
Jiujiang,29.733333,115.983333,China,CN,Jiangxi,minor,,
Guiyang Chengguanzhen,25.733334,112.745892,China,CN,Hunan,minor,,
Zhenyuan Chengguanzhen,35.6775,107.196389,China,CN,Gansu,minor,,
Zhenzhou,32.280342,119.16999,China,CN,Jiangsu,minor,,
Wenlan,23.360024,103.43684,China,CN,Yunnan,minor,,
Yuping,22.976933,103.710848,China,CN,Yunnan,minor,,
Rangke,32.267781,100.97908,China,CN,Sichuan,minor,,
Aratürük,43.249182,94.694303,China,CN,Xinjiang,minor,,
Taicheng,38.731017,113.228005,China,CN,Shanxi,minor,,
Bügür,41.773889,84.244167,China,CN,Xinjiang,minor,,
Xuri,47.72685,128.899941,China,CN,Heilongjiang,minor,,
Binhu,32.030085,118.757679,China,CN,Jiangsu,minor,,
Licheng,31.428127,119.483533,China,CN,Jiangsu,minor,,
Kaiyun,27.213511,112.855995,China,CN,Hunan,minor,,
Yanliang,34.659177,109.22921,China,CN,Shaanxi,minor,,
Anling,34.108899,114.169833,China,CN,Henan,minor,,
Xingcheng,24.148297,115.722721,China,CN,Guangdong,minor,,
Wenxian Chengguanzhen,32.947124,104.681387,China,CN,Gansu,minor,,
Juye,35.394722,116.088333,China,CN,Shandong,minor,,
Namling,29.68527,89.095559,China,CN,Tibet,minor,,
Namka,29.65,90.983333,China,CN,Tibet,minor,,
Zhenping Chengguanzhen,33.033137,112.233206,China,CN,Henan,minor,,
Xiangdong,27.652071,113.724065,China,CN,Jiangxi,minor,,
Shahe,39.14165,100.17836,China,CN,Gansu,minor,,
Tongchuan,34.898799,108.950562,China,CN,Shaanxi,minor,,
Rifeng,27.297283,116.911074,China,CN,Jiangxi,minor,,
Yunxixian Chengguanzhen,32.98276,110.423058,China,CN,Hubei,minor,,
Yunxi,31.226399,105.386137,China,CN,Sichuan,minor,,
Tuojiang,27.954717,109.567975,China,CN,Hunan,minor,,
Tuojiang,25.186667,111.571667,China,CN,Hunan,minor,,
Jianchang,27.558312,116.639779,China,CN,Jiangxi,minor,,
Emin,46.525738,83.633245,China,CN,Xinjiang,minor,,
Niushan,34.523523,118.764951,China,CN,Jiangsu,minor,,
Yêndum,30.657215,97.5731,China,CN,Tibet,minor,,
Dadukou,26.547902,101.705386,China,CN,Sichuan,minor,,
Nanpi,38.033333,116.7,China,CN,Hebei,minor,,
Lianhe,47.133333,129.274262,China,CN,Heilongjiang,minor,,
Liaogao,28.17,109.195,China,CN,Guizhou,minor,,
Gucheng Chengguanzhen,32.266043,111.634759,China,CN,Hubei,minor,,
Wuxi,26.5844,111.859,China,CN,Hunan,minor,,
Hezhang,27.122222,104.723889,China,CN,Guizhou,minor,,
Hezheng Chengguanzhen,35.429986,103.357254,China,CN,Gansu,minor,,
Suonan,35.666531,103.397919,China,CN,Gansu,minor,,
Ziyuan,26.036667,110.640556,China,CN,Guangxi,minor,,
Jiekou,23.549916,113.580993,China,CN,Guangdong,minor,,
Lindong,43.983333,119.183333,China,CN,Inner Mongolia,minor,,
Rongmei,29.893333,110.026111,China,CN,Hubei,minor,,
Xinmian,29.239923,102.372081,China,CN,Sichuan,minor,,
Longcheng,29.899116,116.551054,China,CN,Jiangxi,minor,,
Fucheng,36.146845,112.233511,China,CN,Shanxi,minor,,
Wuxue Shi,29.915253,115.414319,China,CN,Hubei,minor,,
Fuliang,29.376389,117.246667,China,CN,Jiangxi,minor,,
Guangrao,37.259691,118.463446,China,CN,Shandong,minor,,
Shijiao,23.869486,113.5284,China,CN,Guangdong,minor,,
Dazhe,24.575564,115.891835,China,CN,Guangdong,minor,,
Dazhong,33.199728,120.457805,China,CN,Jiangsu,minor,,
Jiangpu,32.06149,118.623995,China,CN,Jiangsu,minor,,
Jiahe Chengguanzhen,25.559362,112.363519,China,CN,Hunan,minor,,
Gutao,37.2025,112.178056,China,CN,Shanxi,minor,,
Xunzhong,25.494313,118.238854,China,CN,Fujian,minor,,
Kumul,42.827185,93.526587,China,CN,Xinjiang,minor,,
Huazhou,34.515225,109.757589,China,CN,Shaanxi,minor,,
Dingcheng,32.127222,115.039444,China,CN,Henan,minor,,
Yanshou,45.453244,128.326784,China,CN,Heilongjiang,minor,,
Shancheng,26.900532,117.163115,China,CN,Fujian,minor,,
Qingquan,38.793119,101.088683,China,CN,Gansu,minor,,
Longcheng,34.184481,116.950767,China,CN,Anhui,minor,,
Longchuan,25.161522,101.294182,China,CN,Yunnan,minor,,
Xiasima,27.494024,88.952957,China,CN,Tibet,minor,,
Qitai,44.027884,89.579803,China,CN,Xinjiang,minor,,
Dajie,24.296228,102.750637,China,CN,Yunnan,minor,,
Gongjing,29.347479,104.711569,China,CN,Sichuan,minor,,
Zhugang,28.138321,121.226213,China,CN,Zhejiang,minor,,
Shuimogou,43.828563,87.638204,China,CN,Xinjiang,minor,,
Leiyang,30.120431,116.682925,China,CN,Anhui,minor,,
Caohe,30.2297,115.433461,China,CN,Hubei,minor,,
Racaka,31.4,96.516667,China,CN,Tibet,minor,,
Shuimo,27.301949,103.414327,China,CN,Yunnan,minor,,
Qishan,29.844307,117.719372,China,CN,Anhui,minor,,
Danzhu,36.124505,112.861014,China,CN,Shanxi,minor,,
Gyêgu,33.005866,97.010119,China,CN,Qinghai,minor,,
Lizhi,29.703167,107.395206,China,CN,Chongqing,minor,,
Guantao,36.540992,115.282929,China,CN,Hebei,minor,,
Chonglong,29.780617,104.852242,China,CN,Sichuan,minor,,
Linjiang,25.051671,116.420302,China,CN,Fujian,minor,,
Wuquan,33.44408,113.570896,China,CN,Henan,minor,,
Shangpai,31.745649,117.161093,China,CN,Anhui,minor,,
Gulou,26.086531,119.297977,China,CN,Fujian,minor,,
Xiangfeng,29.507613,109.402662,China,CN,Hubei,minor,,
Xinjia,37.6574,120.485,China,CN,Shandong,minor,,
Qinhong,32.011346,118.796551,China,CN,Jiangsu,minor,,
Fangsong,31.032853,121.189433,China,CN,Shanghai,minor,,
Zhaobaoshan,29.969497,121.687529,China,CN,Zhejiang,minor,,
Qianquan,30.871258,114.37258,China,CN,Hubei,minor,,
Yankou,30.351153,106.286692,China,CN,Sichuan,minor,,
Haicheng,22.975326,115.331794,China,CN,Guangdong,minor,,
Haidian,39.990638,116.288684,China,CN,Beijing,minor,,
Jiangna,23.609196,104.37312,China,CN,Yunnan,minor,,
Taihe,23.735355,112.977823,China,CN,Guangdong,minor,,
Nan’an,25.399773,114.362182,China,CN,Jiangxi,minor,,
Gaoyao,23.024318,112.445549,China,CN,Guangdong,minor,,
Zhangwan,32.083264,112.166667,China,CN,Hubei,minor,,
Guhan,36.535466,113.02528,China,CN,Shanxi,minor,,
Luoshan Chengguanzhen,32.203185,114.509418,China,CN,Henan,minor,,
Danxi,29.474722,121.865556,China,CN,Zhejiang,minor,,
Xincheng,33.633333,115.183333,China,CN,Henan,minor,,
Zhaoyu,37.355278,112.316667,China,CN,Shanxi,minor,,
Dabu,24.667388,109.235467,China,CN,Guangxi,minor,,
Magitang,35.938591,102.029681,China,CN,Qinghai,minor,,
Nanpiao,41.098218,120.747923,China,CN,Liaoning,minor,,
Mingzhou,36.976098,115.256626,China,CN,Hebei,minor,,
Chuansiba,28.319645,104.129582,China,CN,Yunnan,minor,,
Xincheng,39.986771,112.461351,China,CN,Shanxi,minor,,
Zhonghe,28.45049,108.989015,China,CN,Chongqing,minor,,
Guanyang,25.495226,111.134866,China,CN,Guangxi,minor,,
Lin’an,23.602549,102.830922,China,CN,Yunnan,minor,,
Heyin,36.044082,101.428737,China,CN,Qinghai,minor,,
Hejing,42.316389,86.382778,China,CN,Xinjiang,minor,,
Gecheng,31.948564,108.660732,China,CN,Chongqing,minor,,
Gêding,29.366667,88.25,China,CN,Tibet,minor,,
Qiaoxu,22.95616,109.76072,China,CN,Guangxi,minor,,
Lincheng,19.907778,109.685833,China,CN,Hainan,minor,,
Miyang,24.404167,103.442778,China,CN,Yunnan,minor,,
Baiyang,35.8511,106.639,China,CN,Ningxia,minor,,
Fulilu,36.101677,103.615733,China,CN,Gansu,minor,,
Shahejie,29.60794,115.887205,China,CN,Jiangxi,minor,,
Weichang,41.944722,117.748056,China,CN,Hebei,minor,,
Liangdang Chengguanzhen,33.909722,106.302222,China,CN,Gansu,minor,,
Zhangfeng,24.220852,97.786834,China,CN,Yunnan,minor,,
Qianyang Chengguanzhen,34.642085,107.130187,China,CN,Shaanxi,minor,,
Mengmeng,23.465021,99.80206,China,CN,Yunnan,minor,,
Sanhe,36.5641,105.639,China,CN,Ningxia,minor,,
Xingguo,26.326078,115.347161,China,CN,Jiangxi,minor,,
Tieyingzi,41.77861,119.879849,China,CN,Liaoning,minor,,
Mositai,45.535385,119.666983,China,CN,Inner Mongolia,minor,,
Tongchuan,31.094069,105.087312,China,CN,Sichuan,minor,,
Nongchangbalian,36.365631,109.622404,China,CN,Shaanxi,minor,,
Longcheng,24.898273,102.799652,China,CN,Yunnan,minor,,
Qianqiu,34.7423,111.872,China,CN,Henan,minor,,
Tongcheng,35.354679,111.216078,China,CN,Shanxi,minor,,
Xucheng,20.329167,110.167116,China,CN,Guangdong,minor,,
Xuyang,29.459414,104.41947,China,CN,Sichuan,minor,,
Wenbi,39.387396,111.191154,China,CN,Shanxi,minor,,
Fenghua,29.656284,121.406397,China,CN,Zhejiang,minor,,
Jiuquan,39.743183,98.517363,China,CN,Gansu,minor,,
Tengyue,24.994923,98.512759,China,CN,Yunnan,minor,,
Tokkuztara,43.466667,82.148889,China,CN,Xinjiang,minor,,
Dongyang,29.267778,120.225278,China,CN,Zhejiang,minor,,
Gulü,32.743889,114.976111,China,CN,Henan,minor,,
Neihuang Chengguanzhen,35.950833,114.902222,China,CN,Henan,minor,,
Pingluo Chengguanzhen,38.903772,106.541284,China,CN,Ningxia,minor,,
Fenggang,27.545659,116.214565,China,CN,Jiangxi,minor,,
Heshan,28.5825,112.350278,China,CN,Hunan,minor,,
Gyigang,28.666667,97.516667,China,CN,Tibet,minor,,
Mianchi Chengguanzhen,34.754167,111.759444,China,CN,Henan,minor,,
Xoixar,27.903,91.903,China,CN,Tibet,minor,,
Wansheng,28.962905,106.928442,China,CN,Chongqing,minor,,
Wanshan,27.5232,109.206,China,CN,Guizhou,minor,,
Ningshan Chengguanzhen,33.331531,108.306854,China,CN,Shaanxi,minor,,
Luocheng,30.980214,104.280808,China,CN,Sichuan,minor,,
Luocheng,25.032314,118.794951,China,CN,Fujian,minor,,
Yuncheng,35.598333,115.934722,China,CN,Shandong,minor,,
Xicheng,40.110556,114.158889,China,CN,Hebei,minor,,
Yongqing,34.748056,106.126944,China,CN,Gansu,minor,,
Xilin,47.476055,129.303693,China,CN,Heilongjiang,minor,,
Xinning,35.495057,107.92038,China,CN,Gansu,minor,,
Yutan,28.258306,112.560485,China,CN,Hunan,minor,,
Beichengqu,40.439444,113.153611,China,CN,Inner Mongolia,minor,,
Jishan,30.921494,118.330166,China,CN,Anhui,minor,,
Nanggarzê,28.971426,90.397,China,CN,Tibet,minor,,
Dezhou,27.408089,102.180006,China,CN,Sichuan,minor,,
Dianbu,31.873084,117.45803,China,CN,Anhui,minor,,
Fengtai,39.847571,116.272274,China,CN,Beijing,minor,,
Xiuwu Chengguanzhen,35.231111,113.438056,China,CN,Henan,minor,,
Dingbian,37.592657,107.594276,China,CN,Shaanxi,minor,,
Rongjiawan,29.15,113.102435,China,CN,Hunan,minor,,
Dongting,31.584929,120.36681,China,CN,Jiangsu,minor,,
Shiqiao,27.981949,120.559174,China,CN,Zhejiang,minor,,
Jiangguanchi,34.128215,113.806814,China,CN,Henan,minor,,
Gaoyou,32.789334,119.44182,China,CN,Jiangsu,minor,,
Xin’an,34.375833,118.345,China,CN,Jiangsu,minor,,
Xin’an Chengguanzhen,34.7175,112.135556,China,CN,Henan,minor,,
Xin’an,32.43799,118.40888,China,CN,Anhui,minor,,
Xingfulu,43.782456,87.636824,China,CN,Xinjiang,minor,,
Kunyang,33.62,113.345,China,CN,Henan,minor,,
Weiyuan,23.468313,100.683536,China,CN,Yunnan,minor,,
Zhangjiachuan,34.987561,106.209021,China,CN,Gansu,minor,,
Qingyuan,35.136739,104.222103,China,CN,Gansu,minor,,
Zhonghechang,28.153796,104.098355,China,CN,Yunnan,minor,,
Xarlung,29.9,93.3,China,CN,Tibet,minor,,
Shaliuhe,37.326,100.134394,China,CN,Qinghai,minor,,
Beijinglu,43.834449,87.576524,China,CN,Xinjiang,minor,,
Luanchuan Chengguanzhen,33.7808,111.613,China,CN,Henan,minor,,
Hekou,28.315853,117.70843,China,CN,Jiangxi,minor,,
Qinghua,35.165,113.061667,China,CN,Henan,minor,,
Qiaozhuang,32.590256,105.233427,China,CN,Sichuan,minor,,
Lingcheng,33.537659,117.533569,China,CN,Anhui,minor,,
Lingcheng,22.423166,109.293034,China,CN,Guangxi,minor,,
Taihe,30.871229,105.384542,China,CN,Sichuan,minor,,
Huojia Chengguanzhen,35.265556,113.650556,China,CN,Henan,minor,,
Shawan,29.411165,103.54327,China,CN,Sichuan,minor,,
Gaotai Chengguanzhen,39.344557,99.800152,China,CN,Gansu,minor,,
Chang’an,34.151111,108.945,China,CN,Shaanxi,minor,,
Zangkaxa,33.712936,80.376823,China,CN,Tibet,minor,,
Zhuji,29.718765,120.242333,China,CN,Zhejiang,minor,,
Taozhou,30.906407,119.408646,China,CN,Anhui,minor,,
Wanhechang,27.775928,103.509459,China,CN,Yunnan,minor,,
Nanhang,47.314691,123.947956,China,CN,Heilongjiang,minor,,
Jianshe,31.215937,98.828679,China,CN,Sichuan,minor,,
Xiasi,32.289977,105.513256,China,CN,Sichuan,minor,,
Songyuan,27.621667,119.059167,China,CN,Zhejiang,minor,,
Songyuan,27.527299,118.776568,China,CN,Fujian,minor,,
Zhangjiakou Shi Xuanhua Qu,40.610278,115.044722,China,CN,Hebei,minor,,
Lingquan,36.999488,110.844001,China,CN,Shanxi,minor,,
Qili,30.199059,117.477985,China,CN,Anhui,minor,,
Huishi,35.691964,105.048579,China,CN,Gansu,minor,,
Wenchang,31.055113,116.950564,China,CN,Anhui,minor,,
Renhe,26.499263,101.738605,China,CN,Sichuan,minor,,
Xilinji,52.990626,123.235221,China,CN,Heilongjiang,minor,,
Tongshan,34.180454,117.15707,China,CN,Jiangsu,minor,,
Xuyong,28.169918,105.434521,China,CN,Sichuan,minor,,
Shuangling,28.024755,120.602097,China,CN,Zhejiang,minor,,
Liulinzhou,29.456389,113.010278,China,CN,Hunan,minor,,
Leping,37.61469,113.664994,China,CN,Shanxi,minor,,
Tancheng,25.508077,119.807223,China,CN,Fujian,minor,,
Tancheng,34.6152,118.338,China,CN,Shandong,minor,,
Yuecheng,28.641574,102.508696,China,CN,Sichuan,minor,,
Jinping,24.433745,100.81989,China,CN,Yunnan,minor,,
Jinping,24.030539,104.227025,China,CN,Yunnan,minor,,
Jinhe,22.766667,103.25,China,CN,Yunnan,minor,,
Jinping,35.314351,107.029235,China,CN,Gansu,minor,,
Dongkou,27.052725,110.536102,China,CN,Hunan,minor,,
Chicheng,30.779356,105.712136,China,CN,Sichuan,minor,,
Shanhaiguan,40.0025,119.748889,China,CN,Hebei,minor,,
Fengxiang Chengguanzhen,34.523009,107.391267,China,CN,Shaanxi,minor,,
Akqi,40.941524,78.44379,China,CN,Xinjiang,minor,,
Cuifeng,36.845166,111.781724,China,CN,Shanxi,minor,,
Wangyue,28.2359,112.917,China,CN,Hunan,minor,,
Pingma,23.637433,107.1014,China,CN,Guangxi,minor,,
Pingnan,23.542175,110.389457,China,CN,Guangxi,minor,,
Lingcheng,35.534,116.918,China,CN,Shandong,minor,,
Gyitang,28.433333,92.45,China,CN,Tibet,minor,,
Xianshui,30.991454,101.127012,China,CN,Sichuan,minor,,
Sankoutang,27.912728,104.950468,China,CN,Yunnan,minor,,
Yushan,31.3835,120.952,China,CN,Jiangsu,minor,,
Jicheng,37.063587,112.957694,China,CN,Shanxi,minor,,
Mulan,45.947148,128.037064,China,CN,Heilongjiang,minor,,
Jincheng,31.744218,119.574158,China,CN,Jiangsu,minor,,
Ulan,43.6475,111.976667,China,CN,Inner Mongolia,minor,,
Meiyuan Xincun,32.054211,118.792753,China,CN,Jiangsu,minor,,
Rucheng,32.388333,120.555278,China,CN,Jiangsu,minor,,
Rucheng Chengguanzhen,25.536407,113.715469,China,CN,Hunan,minor,,
Fendou,45.212349,130.902535,China,CN,Heilongjiang,minor,,
Yulong,33.383239,120.13058,China,CN,Jiangsu,minor,,
Sangyuan,37.625599,116.382592,China,CN,Hebei,minor,,
Zhenlai,45.849549,123.297296,China,CN,Jilin,minor,,
Shunling,25.591667,111.930278,China,CN,Hunan,minor,,
Gangsha,30.977,81.2875,China,CN,Tibet,minor,,
Nanle Chengguanzhen,36.076162,115.199052,China,CN,Henan,minor,,
Fengtai Chengguanzhen,32.708248,116.729557,China,CN,Anhui,minor,,
Bashan,27.76823,116.05017,China,CN,Jiangxi,minor,,
Luoning Chengguanzhen,34.387778,111.655833,China,CN,Henan,minor,,
Qindu,34.341862,108.708237,China,CN,Shaanxi,minor,,
Weicheng,34.331395,108.71691,China,CN,Shaanxi,minor,,
Damxoi,28.466667,91.55,China,CN,Tibet,minor,,
Lanyi,38.71983,111.597828,China,CN,Shanxi,minor,,
Guiping,23.393359,110.074369,China,CN,Guangxi,minor,,
Hancheng,32.518611,112.352222,China,CN,Henan,minor,,
Luyuan,34.535955,109.085081,China,CN,Shaanxi,minor,,
Laxi,31.921247,94.047569,China,CN,Tibet,minor,,
Weiyuan,36.853165,101.991686,China,CN,Qinghai,minor,,
Doushaguan,28.047971,104.127153,China,CN,Yunnan,minor,,
Yaofeng,35.138611,111.212222,China,CN,Shanxi,minor,,
Guankou,28.158609,113.627087,China,CN,Hunan,minor,,
Yuhai,36.981292,105.906063,China,CN,Ningxia,minor,,
Ning’an,37.497526,105.676502,China,CN,Ningxia,minor,,
Jinzhong,26.375947,103.306391,China,CN,Yunnan,minor,,
Bayan Tohoi,49.133333,119.733333,China,CN,Inner Mongolia,minor,,
Xiedian,35.428162,110.811807,China,CN,Shanxi,minor,,
Jinjiazhuang,31.720121,118.489534,China,CN,Anhui,minor,,
Muping,30.370445,102.812228,China,CN,Sichuan,minor,,
Dongtaicun,42.0716,119.421829,China,CN,Liaoning,minor,,
Chongwen,35.774911,113.250786,China,CN,Shanxi,minor,,
Mabai,23.012792,104.450813,China,CN,Yunnan,minor,,
Duru,28.5255,107.887,China,CN,Guizhou,minor,,
Khuma,51.716667,126.633333,China,CN,Heilongjiang,minor,,
Taikang Chengguanzhen,34.066667,114.866667,China,CN,Henan,minor,,
Meijiang,26.475833,116.015,China,CN,Jiangxi,minor,,
Zhangjiang,28.911033,111.479904,China,CN,Hunan,minor,,
Chengnan,23.272172,116.605016,China,CN,Guangdong,minor,,
Dingchang,36.763056,112.687222,China,CN,Shanxi,minor,,
Qinting,27.124122,113.949017,China,CN,Jiangxi,minor,,
Longgang,35.689413,112.15798,China,CN,Shanxi,minor,,
Laofangzi,26.671649,103.188253,China,CN,Yunnan,minor,,
Ducheng,23.242116,111.528404,China,CN,Guangdong,minor,,
Yunzhong,39.827073,113.096221,China,CN,Shanxi,minor,,
Song Xian Chengguanzhen,34.134722,112.0825,China,CN,Henan,minor,,
Songyang,25.325112,103.029815,China,CN,Yunnan,minor,,
Xiwai,31.216815,107.475249,China,CN,Sichuan,minor,,
Jia Xian Chengguanzhen,33.968333,113.208056,China,CN,Henan,minor,,
Xiayang,26.488851,113.767961,China,CN,Hunan,minor,,
Lingcheng,37.331327,116.569529,China,CN,Shandong,minor,,
Lingxi,29.005,109.844722,China,CN,Hunan,minor,,
Yantan,29.273962,104.873801,China,CN,Sichuan,minor,,
Shangcheng Chengguanzhen,31.795278,115.401111,China,CN,Henan,minor,,
Mizhou,35.994722,119.3975,China,CN,Shandong,minor,,
Guhuai,32.958599,114.6255,China,CN,Henan,minor,,
Pingyuan,24.736421,97.913581,China,CN,Yunnan,minor,,
Longhua,47.338472,123.979187,China,CN,Heilongjiang,minor,,
Chengxiang,31.447778,121.093889,China,CN,Jiangsu,minor,,
Miluo Chengguanzhen,28.810702,113.066161,China,CN,Hunan,minor,,
Nanwai,31.204741,107.503633,China,CN,Sichuan,minor,,
Zito,30.73893,95.836133,China,CN,Tibet,minor,,
Wenchang,31.636255,105.155024,China,CN,Sichuan,minor,,
Zitong,30.178196,105.829914,China,CN,Chongqing,minor,,
Yakou,33.296486,113.523514,China,CN,Henan,minor,,
Puyang,29.456786,119.888723,China,CN,Zhejiang,minor,,
Pucheng,36.413611,111.095,China,CN,Shanxi,minor,,
Chengyang,27.089167,119.645278,China,CN,Fujian,minor,,
Maizhokunggar,29.833333,91.733333,China,CN,Tibet,minor,,
Aitianba,28.166667,104.166667,China,CN,Yunnan,minor,,
Zhongwei,37.511286,105.190667,China,CN,Ningxia,minor,,
Yanjing,28.082278,104.194971,China,CN,Yunnan,minor,,
Yanjin Chengguanzhen,35.140833,114.187778,China,CN,Henan,minor,,
Wumahe,47.723475,128.792767,China,CN,Heilongjiang,minor,,
Guoyuan Xincun,39.221867,117.13018,China,CN,Tianjin,minor,,
Quxar,29.1,87.65,China,CN,Tibet,minor,,
Hexi,37.367197,97.363299,China,CN,Qinghai,minor,,
Haicheng,40.851582,122.747537,China,CN,Liaoning,minor,,
Longtoushan Jiezi,27.12488,103.384638,China,CN,Yunnan,minor,,
Yuanba,32.325635,105.961778,China,CN,Sichuan,minor,,
Shuangjiang,26.154669,109.713805,China,CN,Hunan,minor,,
Shuangjiang,24.172609,102.40049,China,CN,Yunnan,minor,,
Wangda,29.674448,97.837358,China,CN,Tibet,minor,,
Dongguang,37.885093,116.532825,China,CN,Hebei,minor,,
